"id","clim_year","clim_month","clim_date","elev_prism_m","ppt_mm","tmin","tave","tmax"
"CAS-BOT-BC38",1983,12,198312,693,69.23,4.6,8.6,12.6
"CAS-BOT-BC38",1984,1,198401,693,1.96,3.1,9.4,15.7
"CAS-BOT-BC38",1984,2,198402,693,23.51,3.5,9.5,15.5
"CAS-BOT-BC38",1984,3,198403,693,16.31,4.3,11.6,18.8
"CAS-BOT-BC38",1984,4,198404,693,25.34,5,12.3,19.6
"CAS-BOT-BC38",1984,5,198405,693,0,9.1,18.6,28.1
"CAS-BOT-BC38",1984,6,198406,693,1.07,10.8,20.4,29.9
"CAS-BOT-BC38",1984,7,198407,693,3.97,16.5,25.7,34.8
"CAS-BOT-BC38",1984,8,198408,693,4.77,14.9,24.4,33.8
"CAS-BOT-BC38",1984,9,198409,693,1.13,13.6,22.9,32.1
"CAS-BOT-BC38",1984,10,198410,693,13.89,7.5,14,20.5
"CAS-BOT-BC38",1984,11,198411,693,60.04,4.1,10.2,16.4
"CAS-BOT-BC38",1984,12,198412,693,43.96,2,6.8,11.7
"CAS-BOT-BC38",1985,1,198501,693,19.4,1.6,7.6,13.5
"CAS-BOT-BC38",1985,2,198502,693,29.5,2.4,8.7,15.1
"CAS-BOT-BC38",1985,3,198503,693,44.93,2.3,9,15.7
"CAS-BOT-BC38",1985,4,198504,693,1.97,6.6,15.6,24.6
"CAS-BOT-BC38",1985,5,198505,693,1.38,6.7,16.4,26.1
"CAS-BOT-BC38",1985,6,198506,693,10.25,12.5,22.6,32.7
"CAS-BOT-BC38",1985,7,198507,693,0,15.1,25.3,35.5
"CAS-BOT-BC38",1985,8,198508,693,0,13.4,23.2,33
"CAS-BOT-BC38",1985,9,198509,693,22.58,9.9,17.9,26
"CAS-BOT-BC38",1985,10,198510,693,9.36,8.3,16,23.8
"CAS-BOT-BC38",1985,11,198511,693,80.36,3.9,9.5,15
"CAS-BOT-BC38",1985,12,198512,693,23.08,2.5,8.6,14.7
"CAS-BOT-BC38",1986,1,198601,693,41.93,5.7,11.8,17.9
"CAS-BOT-BC38",1986,2,198602,693,73.13,5.8,10.6,15.4
"CAS-BOT-BC38",1986,3,198603,693,93.58,5.7,12.7,19.8
"CAS-BOT-BC38",1986,4,198604,693,15.32,6.8,13.7,20.7
"CAS-BOT-BC38",1986,5,198605,693,0.07,8.1,17,26
"CAS-BOT-BC38",1986,6,198606,693,0,11.9,21.8,31.8
"CAS-BOT-BC38",1986,7,198607,693,0.78,13.5,23,32.5
"CAS-BOT-BC38",1986,8,198608,693,0,14.7,24.9,35.1
"CAS-BOT-BC38",1986,9,198609,693,5.9,8.4,17.4,26.3
"CAS-BOT-BC38",1986,10,198610,693,2.14,8.3,16.1,23.9
"CAS-BOT-BC38",1986,11,198611,693,20.81,4.2,12,19.7
"CAS-BOT-BC38",1986,12,198612,693,26.42,2.2,8.7,15.2
"CAS-BOT-BC38",1987,1,198701,693,65.81,0.4,6.3,12.3
"CAS-BOT-BC38",1987,2,198702,693,42.65,3.7,9.2,14.7
"CAS-BOT-BC38",1987,3,198703,693,64.28,4,9.8,15.6
"CAS-BOT-BC38",1987,4,198704,693,9.06,7.6,16.5,25.4
"CAS-BOT-BC38",1987,5,198705,693,2.61,9.2,17.7,26.3
"CAS-BOT-BC38",1987,6,198706,693,3.88,12.3,22.2,32.1
"CAS-BOT-BC38",1987,7,198707,693,0,11.9,21.4,30.9
"CAS-BOT-BC38",1987,8,198708,693,0.79,12.7,23.3,33.8
"CAS-BOT-BC38",1987,9,198709,693,0,11.3,21.2,31.1
"CAS-BOT-BC38",1987,10,198710,693,16.76,12,19.6,27.2
"CAS-BOT-BC38",1987,11,198711,693,47.33,6,10.9,15.9
"CAS-BOT-BC38",1987,12,198712,693,46.46,1.3,6.2,11
"CAS-BOT-BC38",1988,1,198801,693,43.37,2.5,7.9,13.4
"CAS-BOT-BC38",1988,2,198802,693,6.91,2.8,10.3,17.9
"CAS-BOT-BC38",1988,3,198803,693,21.67,3.3,11.2,19
"CAS-BOT-BC38",1988,4,198804,693,56.38,6.9,14.3,21.6
"CAS-BOT-BC38",1988,5,198805,693,11.56,7.2,15.8,24.5
"CAS-BOT-BC38",1988,6,198806,693,3.35,10.6,20,29.4
"CAS-BOT-BC38",1988,7,198807,693,0.06,16.2,26.1,36
"CAS-BOT-BC38",1988,8,198808,693,0,14.4,24.1,33.7
"CAS-BOT-BC38",1988,9,198809,693,0,11.6,21.4,31.3
"CAS-BOT-BC38",1988,10,198810,693,0,10,19.2,28.4
"CAS-BOT-BC38",1988,11,198811,693,44.47,4.9,10.8,16.7
"CAS-BOT-BC38",1988,12,198812,693,53.27,1.8,7.6,13.4
"CAS-BOT-BC38",1989,1,198901,693,12.11,0.7,6.4,12.1
"CAS-BOT-BC38",1989,2,198902,693,46.5,2.1,7.7,13.3
"CAS-BOT-BC38",1989,3,198903,693,43.62,4.8,11.6,18.3
"CAS-BOT-BC38",1989,4,198904,693,6.27,9,16.8,24.6
"CAS-BOT-BC38",1989,5,198905,693,8.61,8,16.3,24.5
"CAS-BOT-BC38",1989,6,198906,693,0,11.3,20.8,30.3
"CAS-BOT-BC38",1989,7,198907,693,0,14,24,34.1
"CAS-BOT-BC38",1989,8,198908,693,0,12.3,22.3,32.3
"CAS-BOT-BC38",1989,9,198909,693,10.56,10.5,20.2,29.9
"CAS-BOT-BC38",1989,10,198910,693,7.49,8.9,16.5,24.1
"CAS-BOT-BC38",1989,11,198911,693,9.77,7.4,14.1,20.9
"CAS-BOT-BC38",1989,12,198912,693,0,-0.3,8.4,17
"CAS-BOT-BC38",1990,1,199001,693,52.48,1.6,7.9,14.2
"CAS-BOT-BC38",1990,2,199002,693,34.12,1.3,6.9,12.6
"CAS-BOT-BC38",1990,3,199003,693,21.14,4.8,11.6,18.3
"CAS-BOT-BC38",1990,4,199004,693,20.04,8.2,15.5,22.8
"CAS-BOT-BC38",1990,5,199005,693,13.84,6.8,15.7,24.5
"CAS-BOT-BC38",1990,6,199006,693,0,10.9,20.5,30.1
"CAS-BOT-BC38",1990,7,199007,693,0,15.8,25.4,34.9
"CAS-BOT-BC38",1990,8,199008,693,0,13.4,23.1,32.8
"CAS-BOT-BC38",1990,9,199009,693,1.59,11.2,20.5,29.8
"CAS-BOT-BC38",1990,10,199010,693,0,11.9,19.6,27.4
"CAS-BOT-BC38",1990,11,199011,693,15.17,3.9,11.5,19.2
"CAS-BOT-BC38",1990,12,199012,693,14.84,-1.1,5.5,12.1
"CAS-BOT-BC38",1991,1,199101,693,14.78,1.6,7.7,13.8
"CAS-BOT-BC38",1991,2,199102,693,7.41,4.2,12.5,20.9
"CAS-BOT-BC38",1991,3,199103,693,187.9,2.4,7.8,13.1
"CAS-BOT-BC38",1991,4,199104,693,3.51,5.6,12.5,19.4
"CAS-BOT-BC38",1991,5,199105,693,0.67,6.5,14.8,23.1
"CAS-BOT-BC38",1991,6,199106,693,0,9.8,19.3,28.7
"CAS-BOT-BC38",1991,7,199107,693,0,15.3,24.9,34.5
"CAS-BOT-BC38",1991,8,199108,693,0,13.5,22.9,32.3
"CAS-BOT-BC38",1991,9,199109,693,1.78,13.5,23.1,32.7
"CAS-BOT-BC38",1991,10,199110,693,20.19,11.8,19.8,27.9
"CAS-BOT-BC38",1991,11,199111,693,12.22,6.2,13.1,19.9
"CAS-BOT-BC38",1991,12,199112,693,30.56,4.2,9.2,14.2
"CAS-BOT-BC38",1992,1,199201,693,37.63,2.4,7.7,13.1
"CAS-BOT-BC38",1992,2,199202,693,79,6.3,10.7,15.1
"CAS-BOT-BC38",1992,3,199203,693,44.51,5.3,11.2,17.1
"CAS-BOT-BC38",1992,4,199204,693,2.98,8.4,16.2,24.1
"CAS-BOT-BC38",1992,5,199205,693,0.8,10.3,19.7,29
"CAS-BOT-BC38",1992,6,199206,693,0,11.8,21.1,30.4
"CAS-BOT-BC38",1992,7,199207,693,6.61,14.5,23.3,32
"CAS-BOT-BC38",1992,8,199208,693,0,15,25,35
"CAS-BOT-BC38",1992,9,199209,693,0,11.6,21.5,31.4
"CAS-BOT-BC38",1992,10,199210,693,30.66,11.3,18.7,26.1
"CAS-BOT-BC38",1992,11,199211,693,0.65,5.7,11.3,17
"CAS-BOT-BC38",1992,12,199212,693,77.8,0.9,6.4,11.9
"CAS-BOT-BC38",1993,1,199301,693,88.78,3.1,7.7,12.2
"CAS-BOT-BC38",1993,2,199302,693,85.97,4.7,9,13.3
"CAS-BOT-BC38",1993,3,199303,693,62.42,6.3,12.7,19
"CAS-BOT-BC38",1993,4,199304,693,2.94,6.6,13.5,20.4
"CAS-BOT-BC38",1993,5,199305,693,0.17,8.9,17.8,26.6
"CAS-BOT-BC38",1993,6,199306,693,19.95,11.3,20.3,29.3
"CAS-BOT-BC38",1993,7,199307,693,0,13.2,22.8,32.4
"CAS-BOT-BC38",1993,8,199308,693,0,14.1,23.6,33
"CAS-BOT-BC38",1993,9,199309,693,0,10.4,20.8,31.1
"CAS-BOT-BC38",1993,10,199310,693,9.02,10.1,17.7,25.3
"CAS-BOT-BC38",1993,11,199311,693,38.41,4.1,11.1,18.2
"CAS-BOT-BC38",1993,12,199312,693,39.39,1.7,8.1,14.4
"CAS-BOT-BC38",1994,1,199401,693,23.67,1.3,8.6,16
"CAS-BOT-BC38",1994,2,199402,693,58.54,2.8,8,13.2
"CAS-BOT-BC38",1994,3,199403,693,27.67,4.8,12,19.2
"CAS-BOT-BC38",1994,4,199404,693,40.41,7.3,14.4,21.6
"CAS-BOT-BC38",1994,5,199405,693,21.82,8.3,16.3,24.4
"CAS-BOT-BC38",1994,6,199406,693,0,11.2,21.5,31.7
"CAS-BOT-BC38",1994,7,199407,693,0,15.3,25.4,35.4
"CAS-BOT-BC38",1994,8,199408,693,0,15.5,25.3,35.2
"CAS-BOT-BC38",1994,9,199409,693,6.53,10.9,20.8,30.7
"CAS-BOT-BC38",1994,10,199410,693,12.72,7.9,15.7,23.4
"CAS-BOT-BC38",1994,11,199411,693,46.31,1.5,7.6,13.6
"CAS-BOT-BC38",1994,12,199412,693,43.08,2.5,8.1,13.8
"CAS-BOT-BC38",1995,1,199501,693,117.44,4.9,9,13.1
"CAS-BOT-BC38",1995,2,199502,693,25.79,5.7,12.1,18.5
"CAS-BOT-BC38",1995,3,199503,693,144.28,4.5,10.5,16.5
"CAS-BOT-BC38",1995,4,199504,693,30.46,6.1,13,19.8
"CAS-BOT-BC38",1995,5,199505,693,21.29,8,14.9,21.8
"CAS-BOT-BC38",1995,6,199506,693,8.85,10.1,19.3,28.5
"CAS-BOT-BC38",1995,7,199507,693,0,13.5,23.4,33.4
"CAS-BOT-BC38",1995,8,199508,693,6.5,13.8,24.1,34.4
"CAS-BOT-BC38",1995,9,199509,693,0.21,11.7,21.7,31.7
"CAS-BOT-BC38",1995,10,199510,693,0,8.9,17.9,27
"CAS-BOT-BC38",1995,11,199511,693,0,7.2,14.7,22.3
"CAS-BOT-BC38",1995,12,199512,693,53.09,4.6,10,15.3
"RSA116506",1981,1,198101,398,45.89,2.8,9.8,16.7
"RSA116506",1981,2,198102,398,27.07,3.7,10.6,17.5
"RSA116506",1981,3,198103,398,72.53,5.2,11.5,17.8
"RSA116506",1981,4,198104,398,16.87,6.3,14.8,23.4
"RSA116506",1981,5,198105,398,1.05,9.4,18.8,28.3
"RSA116506",1981,6,198106,398,0,14.9,24.9,34.8
"RSA116506",1981,7,198107,398,0,14.3,25.1,35.8
"RSA116506",1981,8,198108,398,0,14.9,24.9,34.9
"RSA116506",1981,9,198109,398,0,13.1,22.7,32.2
"RSA116506",1981,10,198110,398,19.14,8,15.9,23.8
"RSA116506",1981,11,198111,398,23.34,5.5,12.9,20.2
"RSA116506",1981,12,198112,398,4.02,2.6,9.1,15.6
"RSA116506",1982,1,198201,398,37.03,-0.5,6.2,12.8
"RSA116506",1982,2,198202,398,16.99,3.2,10.4,17.5
"RSA116506",1982,3,198203,398,76.99,4.7,10.6,16.5
"RSA116506",1982,4,198204,398,54.38,5.9,13.2,20.5
"RSA116506",1982,5,198205,398,0,9,18.7,28.3
"RSA116506",1982,6,198206,398,2.48,12,20.6,29.3
"RSA116506",1982,7,198207,398,0,14.6,24.1,33.7
"RSA116506",1982,8,198208,398,0,14.6,24.1,33.6
"RSA116506",1982,9,198209,398,21.09,13.3,21.1,29
"RSA116506",1982,10,198210,398,21.87,9.3,17.3,25.2
"RSA116506",1982,11,198211,398,51.72,3.9,10.1,16.4
"RSA116506",1982,12,198212,398,11.92,1.2,7.7,14.1
"RSA116506",1983,1,198301,398,94.35,1.3,7.1,12.8
"RSA116506",1983,2,198302,398,61.52,4.6,10.5,16.5
"RSA116506",1983,3,198303,398,66.64,6.1,11.7,17.4
"RSA116506",1983,4,198304,398,40.67,5.3,12.2,19.1
"RSA116506",1983,5,198305,398,6.8,9.5,18.4,27.3
"RSA116506",1983,6,198306,398,0,12.8,22,31.2
"RSA116506",1983,7,198307,398,0,13.1,22.9,32.6
"RSA116506",1983,8,198308,398,12.43,16.8,25.1,33.5
"RSA116506",1983,9,198309,398,12.46,15.1,23.7,32.3
"RSA116506",1983,10,198310,398,23.31,10.9,18.4,25.9
"RSA116506",1983,11,198311,398,28.02,5.3,11.9,18.6
"RSA116506",1983,12,198312,398,51,3.2,9.3,15.5
"RSA116506",1984,1,198401,398,3.6,1.8,8.3,14.8
"RSA116506",1984,2,198402,398,2.73,1.7,9.7,17.7
"RSA116506",1984,3,198403,398,2.06,4.6,13.2,21.8
"RSA116506",1984,4,198404,398,8.48,5,13.6,22.1
"RSA116506",1984,5,198405,398,0,10.4,20.4,30.5
"RSA116506",1984,6,198406,398,0,12.6,22.3,31.9
"RSA116506",1984,7,198407,398,0,17.6,26.9,36.3
"RSA116506",1984,8,198408,398,0.5,16.4,25.5,34.5
"RSA116506",1984,9,198409,398,0,15.4,24.5,33.6
"RSA116506",1984,10,198410,398,10.48,8.1,15.6,23.1
"RSA116506",1984,11,198411,398,40.15,3.8,11.1,18.4
"RSA116506",1984,12,198412,398,49.41,1.4,7.3,13.1
"RSA116506",1985,1,198501,398,12.3,0.2,6,11.8
"RSA116506",1985,2,198502,398,8.16,1.1,9.3,17.6
"RSA116506",1985,3,198503,398,19.69,2.6,10.1,17.6
"RSA116506",1985,4,198504,398,2.93,7.4,16.8,26.2
"RSA116506",1985,5,198505,398,0,8.5,18,27.4
"RSA116506",1985,6,198506,398,0.03,14.3,24.1,33.9
"RSA116506",1985,7,198507,398,0,17.3,26.7,36.1
"RSA116506",1985,8,198508,398,0,14,23.6,33.2
"RSA116506",1985,9,198509,398,5.06,12,19.9,27.9
"RSA116506",1985,10,198510,398,9.42,9.3,17,24.6
"RSA116506",1985,11,198511,398,30.83,3.5,10.2,17
"RSA116506",1985,12,198512,398,15.63,-0.1,6.6,13.2
"RSA116506",1986,1,198601,398,29.81,4.2,11.1,18
"RSA116506",1986,2,198602,398,62.07,5.2,11.2,17.3
"RSA116506",1986,3,198603,398,50.45,7,14,21
"RSA116506",1986,4,198604,398,6.34,7,14.9,22.8
"RSA116506",1986,5,198605,398,0,9.5,18.9,28.3
"RSA116506",1986,6,198606,398,0,13.6,23.4,33.2
"RSA116506",1986,7,198607,398,0.6,14.8,24.4,33.9
"RSA116506",1986,8,198608,398,0,16.1,26.1,36.1
"RSA116506",1986,9,198609,398,14.66,10.6,19.3,28
"RSA116506",1986,10,198610,398,0,8.9,17.6,26.2
"RSA116506",1986,11,198611,398,6.86,3.5,12.6,21.6
"RSA116506",1986,12,198612,398,17.36,0.9,7.6,14.2
"RSA116506",1987,1,198701,398,38.71,-0.2,6.7,13.5
"RSA116506",1987,2,198702,398,32.61,2.5,9.6,16.6
"RSA116506",1987,3,198703,398,53.47,4.4,11.5,18.6
"RSA116506",1987,4,198704,398,5.12,7.5,17.3,27.1
"RSA116506",1987,5,198705,398,2.83,10.9,19.7,28.5
"RSA116506",1987,6,198706,398,3.75,13.1,22.7,32.3
"RSA116506",1987,7,198707,398,0,13.3,22.4,31.6
"RSA116506",1987,8,198708,398,0,14,23.9,33.9
"RSA116506",1987,9,198709,398,0,12.8,22.3,31.9
"RSA116506",1987,10,198710,398,27.19,13,20.5,27.9
"RSA116506",1987,11,198711,398,38.72,4.6,11.1,17.6
"RSA116506",1987,12,198712,398,47.91,0.9,7.3,13.8
"RSA116506",1988,1,198801,398,33.68,1,7.9,14.8
"RSA116506",1988,2,198802,398,22.15,1.5,10.7,19.9
"RSA116506",1988,3,198803,398,20.74,4.6,13.2,21.9
"RSA116506",1988,4,198804,398,39.51,7.7,15.2,22.7
"RSA116506",1988,5,198805,398,4.11,8.9,17.7,26.4
"RSA116506",1988,6,198806,398,1.58,13,21.5,30.1
"RSA116506",1988,7,198807,398,0,17.1,26.9,36.7
"RSA116506",1988,8,198808,398,0,16.1,24.8,33.6
"RSA116506",1988,9,198809,398,0,14.1,22.8,31.6
"RSA116506",1988,10,198810,398,0,11.2,19.7,28.1
"RSA116506",1988,11,198811,398,16.64,4.4,11.5,18.5
"RSA116506",1988,12,198812,398,55.41,0.9,7.3,13.7
"RSA116506",1989,1,198901,398,12.49,-0.4,6.6,13.7
"RSA116506",1989,2,198902,398,29.36,2.4,8.4,14.4
"RSA116506",1989,3,198903,398,1.89,5.8,13.1,20.4
"RSA116506",1989,4,198904,398,1.64,8.2,17.2,26.2
"RSA116506",1989,5,198905,398,4.8,9.8,18.1,26.5
"RSA116506",1989,6,198906,398,0,13.6,22.3,31.1
"RSA116506",1989,7,198907,398,0,16.3,25.6,34.8
"RSA116506",1989,8,198908,398,0,14.8,23.8,32.8
"RSA116506",1989,9,198909,398,27.06,12.4,21.5,30.5
"RSA116506",1989,10,198910,398,4.64,10.4,17.7,25
"RSA116506",1989,11,198911,398,3.09,2.8,12,21.1
"RSA116506",1989,12,198912,398,0.02,-2,6.9,15.8
"RSA116506",1990,1,199001,398,44.33,1.2,7.9,14.6
"RSA116506",1990,2,199002,398,17.3,1,8.1,15.1
"RSA116506",1990,3,199003,398,2.86,6.2,13.1,20.1
"RSA116506",1990,4,199004,398,7,9,16.9,24.9
"RSA116506",1990,5,199005,398,20.82,9.4,17.8,26.1
"RSA116506",1990,6,199006,398,0,13.4,22,30.6
"RSA116506",1990,7,199007,398,0,17.8,26.5,35.3
"RSA116506",1990,8,199008,398,0,16.5,24.9,33.3
"RSA116506",1990,9,199009,398,12.69,13.8,22.2,30.7
"RSA116506",1990,10,199010,398,0,10.8,19.5,28.2
"RSA116506",1990,11,199011,398,4.12,4.1,11.9,19.6
"RSA116506",1990,12,199012,398,5.41,-3.4,5.2,13.8
"RSA116506",1991,1,199101,398,17.56,1.8,8.5,15.2
"RSA116506",1991,2,199102,398,28.44,5.2,12.9,20.5
"RSA116506",1991,3,199103,398,191.33,4.1,9.6,15
"RSA116506",1991,4,199104,398,3.39,6.2,13.6,21
"RSA116506",1991,5,199105,398,0,8.6,16.9,25.3
"RSA116506",1991,6,199106,398,2.43,12.7,21.5,30.3
"RSA116506",1991,7,199107,398,0,17.6,26.4,35.3
"RSA116506",1991,8,199108,398,1.59,15.2,23.9,32.6
"RSA116506",1991,9,199109,398,0,16.7,25.2,33.7
"RSA116506",1991,10,199110,398,7.71,12.7,20.9,29.1
"RSA116506",1991,11,199111,398,3.36,4.1,12.7,21.2
"RSA116506",1991,12,199112,398,51.2,1.2,8.1,15
"RSA116506",1992,1,199201,398,32.57,0.6,6.3,11.9
"RSA116506",1992,2,199202,398,96.52,6.1,12,17.8
"RSA116506",1992,3,199203,398,49.7,7.1,13,18.9
"RSA116506",1992,4,199204,398,1.53,9,17.2,25.4
"RSA116506",1992,5,199205,398,0,12.3,21.4,30.4
"RSA116506",1992,6,199206,398,0,14.6,22.8,31.1
"RSA116506",1992,7,199207,398,7.67,16.3,24.4,32.5
"RSA116506",1992,8,199208,398,0,18.1,26.9,35.8
"RSA116506",1992,9,199209,398,0,13.3,22.8,32.4
"RSA116506",1992,10,199210,398,10.5,12.9,20,27.1
"RSA116506",1992,11,199211,398,0,4.1,12,19.9
"RSA116506",1992,12,199212,398,53.56,0.5,6.9,13.4
"RSA116506",1993,1,199301,398,131.46,2.5,7.9,13.3
"RSA116506",1993,2,199302,398,117.8,4.6,10,15.3
"RSA116506",1993,3,199303,398,68.05,7.2,13.9,20.5
"RSA116506",1993,4,199304,398,0.17,6.4,14.3,22.1
"RSA116506",1993,5,199305,398,4.49,10.2,18.7,27.1
"RSA116506",1993,6,199306,398,4.45,12.5,21.6,30.7
"RSA116506",1993,7,199307,398,0,14.8,24,33.3
"RSA116506",1993,8,199308,398,0,14.9,24.1,33.3
"RSA116506",1993,9,199309,398,0,12.4,21.9,31.3
"RSA116506",1993,10,199310,398,6.73,11.8,19.1,26.4
"RSA116506",1993,11,199311,398,15.34,4.6,12.1,19.7
"RSA116506",1993,12,199312,398,18.67,0.8,7.7,14.6
"RSA116506",1994,1,199401,398,31.08,0.3,8.4,16.4
"RSA116506",1994,2,199402,398,48.97,2.7,9,15.4
"RSA116506",1994,3,199403,398,26.43,5.9,13.6,21.3
"RSA116506",1994,4,199404,398,8.64,8.2,15.8,23.3
"RSA116506",1994,5,199405,398,19.6,10.2,18,25.8
"RSA116506",1994,6,199406,398,0,13.9,22.9,31.9
"RSA116506",1994,7,199407,398,0,17.6,26.6,35.5
"RSA116506",1994,8,199408,398,0,16.7,25.7,34.8
"RSA116506",1994,9,199409,398,27.47,13.8,22.5,31.1
"RSA116506",1994,10,199410,398,12.78,10,17.3,24.6
"RSA116506",1994,11,199411,398,38.99,2.4,9,15.6
"RSA116506",1994,12,199412,398,17.87,1.1,7.1,13.2
"RSA116506",1995,1,199501,398,150.12,4.5,9.5,14.6
"RSA116506",1995,2,199502,398,21.79,5.7,11.1,16.6
"RSA116506",1995,3,199503,398,155.5,6.6,12.3,18
"RSA116506",1995,4,199504,398,12.31,6.7,14.1,21.5
"RSA116506",1995,5,199505,398,20.96,9.6,17.2,24.7
"RSA116506",1995,6,199506,398,8.71,12.5,21.2,29.8
"RSA116506",1995,7,199507,398,0,15.7,24.7,33.6
"RSA116506",1995,8,199508,398,0,16.2,25.5,34.8
"RSA116506",1995,9,199509,398,0,14.1,23.2,32.3
"RSA116506",1995,10,199510,398,0,10.3,19.1,28
"RSA116506",1995,11,199511,398,2.53,7.8,15.5,23.1
"RSA116506",1995,12,199512,398,28.53,4.3,10.5,16.6
"SBBG14744",1981,1,198101,659,88.28,2.1,9.3,16.4
"SBBG14744",1981,2,198102,659,46.13,2.2,9.4,16.5
"SBBG14744",1981,3,198103,659,100.24,3.2,9.5,15.8
"SBBG14744",1981,4,198104,659,12.73,3.4,12.6,21.7
"SBBG14744",1981,5,198105,659,0,6,16.1,26.3
"SBBG14744",1981,6,198106,659,0,11.1,22.7,34.2
"SBBG14744",1981,7,198107,659,0,11,23.2,35.4
"SBBG14744",1981,8,198108,659,0,11.5,23.1,34.7
"SBBG14744",1981,9,198109,659,0,9.7,20.7,31.8
"SBBG14744",1981,10,198110,659,28.23,7.2,15.4,23.6
"SBBG14744",1981,11,198111,659,31.32,4.3,11.5,18.7
"SBBG14744",1981,12,198112,659,22.87,1.6,8.5,15.4
"SBBG14744",1982,1,198201,659,71.04,-1.4,5.5,12.3
"SBBG14744",1982,2,198202,659,37.17,1.4,8.8,16.1
"SBBG14744",1982,3,198203,659,93.55,2.7,8.6,14.6
"SBBG14744",1982,4,198204,659,76.7,3.5,11.1,18.8
"SBBG14744",1982,5,198205,659,0,5.9,16,26.1
"SBBG14744",1982,6,198206,659,3.4,8.2,18,27.8
"SBBG14744",1982,7,198207,659,0,11.3,22.3,33.4
"SBBG14744",1982,8,198208,659,0.8,11.8,22.8,33.9
"SBBG14744",1982,9,198209,659,34.34,10.4,19.7,28.9
"SBBG14744",1982,10,198210,659,31.55,8.7,16.8,24.9
"SBBG14744",1982,11,198211,659,68.97,2.3,8.9,15.5
"SBBG14744",1982,12,198212,659,56.68,0.8,7.1,13.5
"SBBG14744",1983,1,198301,659,151.49,0.8,7.4,13.9
"SBBG14744",1983,2,198302,659,115.89,3.3,9,14.6
"SBBG14744",1983,3,198303,659,112.66,4.5,9.8,15.1
"SBBG14744",1983,4,198304,659,64.77,3.2,10.1,17
"SBBG14744",1983,5,198305,659,8.49,6.9,16.1,25.4
"SBBG14744",1983,6,198306,659,0,9.3,19.4,29.5
"SBBG14744",1983,7,198307,659,0,10.4,21.3,32.2
"SBBG14744",1983,8,198308,659,12.78,13.6,23.5,33.3
"SBBG14744",1983,9,198309,659,6.74,12,22,31.9
"SBBG14744",1983,10,198310,659,36.12,8.7,17.1,25.6
"SBBG14744",1983,11,198311,659,47.99,3.8,10.4,16.9
"SBBG14744",1983,12,198312,659,90.79,2.5,8.3,14.1
"SBBG14744",1984,1,198401,659,3.28,0.8,8.1,15.4
"SBBG14744",1984,2,198402,659,8.29,-0.1,8.1,16.4
"SBBG14744",1984,3,198403,659,7.53,2.2,11.2,20.2
"SBBG14744",1984,4,198404,659,14.1,2.2,11.3,20.5
"SBBG14744",1984,5,198405,659,0,7.2,18.3,29.5
"SBBG14744",1984,6,198406,659,0,9.1,19.9,30.7
"SBBG14744",1984,7,198407,659,0,14.3,25.2,36
"SBBG14744",1984,8,198408,659,0,13,23.7,34.5
"SBBG14744",1984,9,198409,659,0,12.6,23.1,33.7
"SBBG14744",1984,10,198410,659,20.48,6.5,14.8,23.1
"SBBG14744",1984,11,198411,659,54.09,2.4,9.4,16.3
"SBBG14744",1984,12,198412,659,73.23,0.8,6.3,11.8
"SBBG14744",1985,1,198501,659,17.06,-0.7,5.9,12.6
"SBBG14744",1985,2,198502,659,20.91,-0.6,7.9,16.4
"SBBG14744",1985,3,198503,659,25.72,0.9,8.1,15.2
"SBBG14744",1985,4,198504,659,3.94,4.3,14.3,24.2
"SBBG14744",1985,5,198505,659,0,5.2,15.4,25.5
"SBBG14744",1985,6,198506,659,0,10.1,21.5,32.9
"SBBG14744",1985,7,198507,659,0.24,13.8,24.9,36
"SBBG14744",1985,8,198508,659,0.12,10.9,22.1,33.3
"SBBG14744",1985,9,198509,659,1.93,8.8,18.2,27.5
"SBBG14744",1985,10,198510,659,14.66,8.5,16.5,24.5
"SBBG14744",1985,11,198511,659,49.34,1.8,8.9,15.9
"SBBG14744",1985,12,198512,659,25.62,-0.8,6.9,14.6
"SBBG14744",1986,1,198601,659,30.12,3.6,10.5,17.3
"SBBG14744",1986,2,198602,659,93.57,3.7,9.7,15.6
"SBBG14744",1986,3,198603,659,76.93,4.9,12.1,19.3
"SBBG14744",1986,4,198604,659,9.52,4.4,12.6,20.8
"SBBG14744",1986,5,198605,659,0,5.9,16.3,26.8
"SBBG14744",1986,6,198606,659,0,9.8,20.8,31.9
"SBBG14744",1986,7,198607,659,0.52,11.7,22.3,32.8
"SBBG14744",1986,8,198608,659,0,12.8,24.2,35.5
"SBBG14744",1986,9,198609,659,33.4,7.8,17.3,26.8
"SBBG14744",1986,10,198610,659,0,8.3,16.9,25.5
"SBBG14744",1986,11,198611,659,9.31,1.6,11.3,21
"SBBG14744",1986,12,198612,659,29.78,-0.3,7.3,15
"SBBG14744",1987,1,198701,659,44.44,-1.3,5.9,13.1
"SBBG14744",1987,2,198702,659,55.33,0.9,8,15.2
"SBBG14744",1987,3,198703,659,73.38,2.6,9.7,16.8
"SBBG14744",1987,4,198704,659,5.74,4.2,14.7,25.3
"SBBG14744",1987,5,198705,659,2.57,8.2,17.4,26.7
"SBBG14744",1987,6,198706,659,3.36,9.4,20.4,31.4
"SBBG14744",1987,7,198707,659,0,10.4,20.7,31
"SBBG14744",1987,8,198708,659,0,11.1,22.3,33.4
"SBBG14744",1987,9,198709,659,0,9.8,21,32.3
